,comment
1122,"Everything we are told and selled are all Decorated lies.

Thank you Mind Valley for your service."
1123,I love how passionate you are about this.
1124,Eye opener! 😳
1125,Is good advice
1126,
1127,para un p.r.d un pan.
1128,Alicia Huge 
1129,I learnt a lot from a nutritionist this year. As a type 2 diabetic with fibromyalgia I had to fight to get to see a diabetic consultant. I was given the wrong advice by a gp nurse for 10 years. I had to research myself and refuse to move until I got a referral. I was lucky to see a fab specialist for the fibromyalgia. Zero pharma drugs and I’m now in hardly any pain. As for the diabetes I was on tablets and 4 injections a day.... through diet only I take a hormone..... that’s it!
1130,Haifa Shahid 
1131,"If you want to see the full interview, just search 'Maye Musk Mindvalley' on YouTube.
⠀
And if you want to try your hand at interviewing some of these incredible people yourself... 🎙👀
⠀
Keep an eye out for the live-call takeovers we'll be amping up for Mindvalley Members in 2021."
1132,I love her. I never knew she was a South African resident for most of her life but I can definitely hear the South African accent. 😉
1133,Absolutely life and mind changing inteview. Thank you.
1134,Extremely positive and inspiring
1135,Very inspiring
1136,Mom Musk 😍
1137,The Musks 👏 
1138,Thank you!
1139,Maye Musk is my inspiration 💚
1140,"What is it like.. brash, loud and disrespecting. "
1141,Absolutely 🔥
1142,Thomas McDonald
1143,🌺
1144,"Now this is the Right kind of Kindness & Gender Equality with that Bollywood style “Happy Endings”😂😂..Thanks much for the post🙏😇
Beautiful♥️"
1145,Kate Norris 
1146,Nayati Moodliar Saffiya Moodliar Janice Smith 
1147,"I understand your work and I will share that video but ... But .... It is not a full solutions.. I was checking the labels on the products that the are no sugar and I spotted that they put more dangerous substances as aspartame or other ""E"" selection or they are putting so confusing name of the sweeteners that they are more dangerous that normal sugar... Just be aware of it please 😉 all the best for whole mindvalley team!"
1148,"Its accurate Vishen, except the juice comparisson that you made.
Sugars are very high in fruit juices by their nature, and if they are from the actual fruit, they are good for us and our health. So these are probably from the natural sugars of the orange itself, since they say there is no added sugar.
If the sugars are coming from the actual white/brown sugar that we know, it is to be avoided in large amounts, thats correct.
If the sugars are coming from the actual fruit, it is what our body really wants, and the best and the healthiest for us.
The label that says ""No sugar added"" implies that there is no White/Brown processed externalized sugar in the product.
And this works for all the products too.
There are many forms of sugars. The natural sugars of the food, and the processed externalized sugars. 
You want to be very disciplined with your processed externalized sugars.
This is some clarified Nutrition that may help.
We could also use the term ""carbohydr"" and ""Glycemic Index""
The orange fruit is full of good carbs, (like all plants and fruits and legumes and grains), and it is with very high Glycemic Index, which means that it will go very fast in your blood stream, and will give you immediate benefit and that it will nurture you fast. 
Other fruts like the pear, have very low Glycemic Index, which means it will be progressively supplying your body for longer period, with the good carbs. Essential natural carbs in both cases. One goes fast, one goes slowly in our blood stream.
These are the natural sugars that we spoke about. 
Do never worry for the natural sugars/carbs that the natural food has, ever in your life, it is what is best for you and your health and your wellness.
You can learn some basic information of the different Glycemic Index levels for the best and right use of the foods.

***The self-discipline level that you need to eat righteously, will always be in the game, and it is on the first priority. This is just some scientific good knowledge, dont use it to be undisciplined with your food.
Peace and blessings"
1149,One has to learn to read the ingredients and the amount.Knowledge about the ingredients is also important.
1150,"Vishen, I love what you do, but why are you only focusing on sugar? There are soo many other bad ingrediens in those products. And zero sugar substitutes are not any better!"
1151,Thank you so much for sharing this video with us👌
1152,Thanks from Germany ❤️🇩🇪
1153,"Wow ! What a beautiful awareness presentation ! Under the glorious advertisements how much people are affected by health hazards is really shocking to us . Great thanks to You , Sir ! 🌹🌿"
1154,"We,  Human actually to save our time depend on packaged food. As we are busy in earning more money 💰. But reality is we are neglecting our health which is most important.  Thank God, I always squeeze fresh juices for my family and not a single health drink given to my kids and they are healthy, fit and more immune"
1155,Your just fab !💙
1156,You are really doing great work
1157,👏👏
1158,
1159,Anna
1160,Rachel Holmes
1161,Gladys Dungca  Abigail Dungca Bungay 
1162,👍👍👍
1163,Khai Erlyn
1164,Rana Shaban
1165,"Actually Refined Carbs and Refined Fats are problems... Sugar/corn syrup  is worst form of refined carb, and hydrogenated oils,refined oils, margarine,,palm oil are worst form of refined fats .... All natural carbs and fats are good ... We can reduce artificial processed food .."
1166,Thank you
1167,De Kazz  Denisse Samhiveryl Kim Ber Ly 
1168,Rashmi Karkhanis  
1169,Mariam Cisse
1170,Thank you Vishen Lakhiani for all you're doing. An incredible human and activist.
1171,
1172,Today I actually set finding happiness and joy as my new goal. Then I heard this    I don’t think I can live it at this point. 
1173,"The first thing that came on my mind is that Marisa Peer's meditation ""I am enough"". Interesting. Very interesting when you mix up all the classess. Marisa Peer also have master class(es) on Mindvalley. ❤️"
1174,Wow! I needed to hear that- thank you 😊 
1175,Awesome
1176,What is the name of the monk !? Please.!
1177,Spot on.
1178,Nathaniel Lakeman  this is abit of a better explanation of learning to live within the contridiction
1179,Who is this?
1180,
1181,
1182,Profound
1183,Perfect! Aimé Ribeiro Loforte please listen to this. 
1184,❤️
1185,Thank you!
1186,Aloosh Ooaasmamn 
1187,Lynn Seah
1188,Shubham Singh dekh le jra
1189,Daniella Mickey 
1190,Saffiya Moodliar 
1191,Shevanthi Dissanayake 
1192,Samuel Raw 
1193,Kamran Deen
1194,"Coming from a christian background, i never believed in Spiritualists or ever imagined that i would get the help of a traditional healer/sangoma. Having been employed for 6 years in the same position, training new comers that join the company, get promoted and am still stuck in the same position no matter how hard i worked or applications i place in every time there was an opportunity, this got me so stressed.At home it was not any different, my relationship was sour, we had tried for 3 years to conceive but in vain. I visited so many hospitals, used various herbs but still never conceived and husband was seeking a separation because of the family pressure,one day on social media my long time friend living in DURBAN got in touch with me,a few days later i opened up to her about what was happening in my life,she advised me to try this powerful traditional healer that had helped sometime back,i hesitated at first because i did not like the idea of going to a traditional healer,i thought for a while about contacting this person, then decided to give it a try, so i called Him, lucky for me he was available to see me and he was in the same country.Long story short,he helped me a lot,i got a much better job position in the company i had long wanted to work in,with a very good pay, my husband paid lobola at home, our wedding is this year and i am soon setting up my first side big business(Beauty Shop) anywhere i want. I must say my perception was totally wrong, if you need help too don't wait till its too late contact Dr profisma on +27783320386 WhatApp"
1195,The hapiness of your life depends upon the quality of your thoughts
1196,This very MOMENT is yearning to be embraced!! ❣❣🌈🌈
1197,"You can not run from judgement , judgement is the only thing that can set you free from past transgressions so peace be to the family on our way to the big house of forgiveness"
1198,They just sent me 10 emails in a row .. so much dpam
1199,🙏♥️ GREAT ♥️🙏
1200,conditioning culture
1201,"Um... we’re unhappy due to false subconscious programming around what true and real happiness is. It’s called contentment. 
Our system won’t allow us to be content with how stressful our lifestyles are. 
Society brainwashed us to think having things and having more meant happiness. 
That’s only lead the human body and existence to illness and dis-ease in the mind, body and soul. 

We have everything we need within us. But unfortunately when man began playing God, we were misled"
1202,Is there a way to reach a customer service at this company? They truly have the worst customer service ever! I tried calling the number but nobody ever answers and then they just disconnect saying to call back another time. I never got response to any of my emails. I would like to access a course that I purchased two years ago which I currently can’t access. Can anyone suggest how I can get a hold of someone at Mindvalley and access the program that I paid for. Sorry to use this platform for this inquiry but I tried calling and emailed and had no success. 
1203,Thank you!
1204,Kelisha Naidoo
1205,"It all starts and ends in the mind. 

The mind leads the body. 
The mind creates your reality. "
1206,Looking good Professor Srikumar S. Rao!!! ❤️ ❤️ ❤️ 
1207,Thats. Coming from nonsense. Someone. That stills. Your money and drrams and tells. You its your falt things. Are ther because we make it happen things are taken. Because. Some one can and will aperently not even from this country what trees food and religon is this. Coming from
1208,Cynthia Pennington Khodar Zara Faytrouni Shakira Pennington Glen Pennington
1209,Chris Mclean 💕
1210,Naima Imran 
1211,"Social engineering at its best!

Train the peasants to be unhappy, miserable & so on and convince them that capitalism, consumerism & every other ism involving spending money will fix their woes.

IT DOESN'T AND NEVER WILL... LEARN SOONER BEFORE LATER!!"
1212,"⠀If you were intrigued by this idea, me and Jim will dive in even deeper in our Super Memory Masterclass this week. 🧠
⠀
Check out this link to learn more: https://go.mindvalley.com/XwnC6sdB"
1213,Shakira Pennington Cynthia Pennington Khodar Zara Faytrouni
1214,I want to learn how you husle on television. When it was created not in you're. Contry
1215,I have same problems with the all access program waiting since 5 days now for access....
1216,"Me llegaron emails en inglés y no lo entiendo al 100. ¿ Podrían,  por favor, enviármelos en español ?"
1217,@vishen your website is terrible. I signed up for lifebook and wildfit and I can’t access either. Every time I message support it takes 4 days plus to get a response.  
1218,Jes
1219,Niranjan Nerlige V  #Synchronicity 😊
1220,Nadine Mendoza Nadine Binay-an Mendoza Jonalisa Butag Ali Ozyazgan Gertrude Camangeg Lamaton James R. Dela Cruz Kim Minas Tacay-Lobeda Cathlyn Kim Bernardo 
1221,The old adage of 'You are what you eat' resonates with me from this. Live organic plant based food is the way :)
1222,"Who belives that coca cola is happiness ? Eheee? ? The only thing milo does , is putting imiges of people that do sport . You assume it's sport related ..  
So basically if a milk company puts imiges of an space ship on the box ... does that mean you will fly to the moon after drinking milk?"
1223,"we should move towards organic foods. Every time you
 buy organic, you are persuading more farmer to grow organic."
1224,"Haven’t drunk fruit juice or soft drink in years. It’s terrible stuff. Nor do I buy breakfast cereal, milo, Nutella ect. Chuckalamoomba "
1225,"They failed to mention how dangerous caffeine  is bad for you,depletes your immune system."
1226,"You are freaking right. Ye I do take cola. Every once in a while. Sugar is FREAKING EVERYWHERE, you can't stop all the companies due to their power. You either stop making them lose money (cos, you know, people work there hard to earn their money - I can't do anything about their salaries at all) or team up with Jamie Oliver or with also someone else who really does change the world like yourself (and Jamie). However I do wanna suport you with two hands. I DO! "
1227,"Por favor en español, a buen seguro es informacion util.
Gracias Vishen."
1228,Important info.
1229,Thank you!
1230,Very true n impressive
1231,Michael Brooks
1232,Hester Sean
1233,👍♥️
1234,Perdone no se como traducirlo.
1235,Haileyy Paiqee thoughts on this?
1236,Very true👍
1237,Jonald Renz Briones Lim
1238,Kavya Kapoor  Shivi Kapoor 
1239,Bert Pasveer Chantal Straten
1240,Soni Roka Rana Samrat Jung Rana 
1241,Helga Sloth
1242,"The fruit juice image you provided is incorrect. That juice nutrition facts label is the sugar in the water stored in the fruit. When fruit is juiced the water and all of the sugar comes with it. Because of the serving size the sugar quantity can seem like a lot. However the key thing is that THAT label you showed had zero added sugars, so no one added any sugar to that juice like the video suggested. That is the natural sugar of the fruit, no different than if you were to juice a carrot or broccoli you will get the sugar from those vegetables. If you are going to be critical of some fruit juices (which some are justified) you better pick a bad one, and show the ingredients which are no good for oneself. Otherwise you are speaking generically about all fruit juices and demonizing them. 
Juices from concentrate = not the best idea, juice not from concentrate = better.  Fresh juice is best. Yes it is true that since juice doesn’t have any fiber (which is what you should be saying in the video) the body will absorb have a sugar spike compared to one that is eating fruit with fiber which slows the absorption of sugar. NOW, fruit juices are more than just sugar, fruits still have nutrients, vital water, trace minerals, phytochemicals, and more. Don’t engage a marketing tactic reducing fruits to just sugar. Drinking a quality fruit juice is better than drinking a juice with fillers, and a better option than drinking a coke, energy drink or something else. Go after the garbage beverages, not nature’s food. People don’t eat enough fruits to begin with and you are encouraging people not to eat any for most of the year through the wildfit program. Fruits are nature’s food and are there to heal us from the junk we put in our body. In the ancient days we had no choice but to not eat fruit at a given time, now we are globalized and our bodies are sick and need of healing. Fruits provide that healing in ways the industry doesn’t want us to know and has discredited in the past. We are in a different era, and need long term bodily healing, not simply the short term of cutting out processed food, salt, added sugars, oils, and the like. For someone with chronic illnesses fruits are healing and should be consumed frequently. The whole fruit is preferred, smoothie is second, and juice is third. If I may point you to a resource Mindvalley, I would encourage you to look into the Medical Medium, and the information he received from spirit, or what you may call your higher guidance, or the other reality you tap into. His guidance has helped me heal from my ulcerative colitis, when nothing else would. And yes I eat healthy, I was a whole food plant based vegan for two years prior. A good high fat/protein plant based diet is what got me sick and after reducing my fat intake considerably I feel better and my colon is healed. I may be a single anecdote, but a way of eating should be evaluated on its ability to heal. Not simply feeling fit, or sexy again. Compared the standard American diet to any method of eating which encourages many plants will get you feeling fit and sexy again and 100x better because your body will be nourished like it should have always been if we ate from nature, and not from factories."
1243,Gunjan Aggarwal 
